repo_name,agent_name,role_description,context,tool_definitions,input,actions,security_disclaimer,constraints_restrictions,task_description_workflow,in_context_examples,output,external_information,placeholder,extra_codes
multimodal-art-projection_AutoKaggle,BASE - REORGANIZE EXTRACT TOOLS,0,0,0,1,0,0,0,1,0,1,0,1,
multimodal-art-projection_AutoKaggle,BASE - REORGANIZE JSON,0,0,0,1,0,0,0,1,0,1,0,1,
multimodal-art-projection_AutoKaggle,BASE - DATA PREVIEW,0,0,0,1,1,0,1,1,0,1,0,1,
multimodal-art-projection_AutoKaggle,DEVELOPER - CODE PREFIX,0,0,1,0,0,0,0,0,0,0,0,0,code_initialization: Contains code setup and import statements to prepare the environment for downstream code execution.
multimodal-art-projection_AutoKaggle,DEVELOPER - TASK,1,0,0,0,1,0,1,1,0,0,0,0,
multimodal-art-projection_AutoKaggle,DEVELOPER - AVAILABLE TOOLS,0,0,1,1,1,0,1,0,1,0,0,1,
multimodal-art-projection_AutoKaggle,DEVELOPER - CONSTRAINTS,0,0,0,0,1,0,1,1,1,0,0,1,
multimodal-art-projection_AutoKaggle,DEVELOPER - MAIN PROMPT,0,1,0,1,1,0,1,1,0,1,0,1,
multimodal-art-projection_AutoKaggle,DEVELOPER - WITH EXPERIENCE ROUND 0-0,0,1,0,1,1,0,1,1,0,1,0,1,
multimodal-art-projection_AutoKaggle,DEVELOPER - WITH EXPERIENCE ROUND 0-2,0,0,0,0,1,0,0,1,0,1,0,0,
multimodal-art-projection_AutoKaggle,DEVELOPER - DEBUG LOCATE,0,1,0,1,1,0,1,1,0,1,0,1,
multimodal-art-projection_AutoKaggle,DEVELOPER - DEBUG ASK FOR HELP,0,0,0,1,1,0,1,1,0,1,0,1,
multimodal-art-projection_AutoKaggle,DEVELOPER - DEBUG FIX,0,1,0,1,1,0,1,1,0,1,0,1,
multimodal-art-projection_AutoKaggle,DEVELOPER - DEBUG MERGE,0,1,0,1,1,0,1,1,0,1,0,1,
multimodal-art-projection_AutoKaggle,DEVELOPER - TEST LOCATE,0,1,0,1,1,0,1,1,0,1,0,1,
multimodal-art-projection_AutoKaggle,DEVELOPER - TEST REORGANIZE LOCATE ANSWER,0,0,0,1,0,0,0,1,0,1,0,0,
multimodal-art-projection_AutoKaggle,DEVELOPER - TEST FIX,0,1,0,1,1,0,1,1,0,1,0,1,
multimodal-art-projection_AutoKaggle,DEVELOPER - TEST REORGANIZE FIX ANSWER,0,0,0,1,0,0,0,1,0,1,0,0,
multimodal-art-projection_AutoKaggle,DEVELOPER - TEST MERGE,0,1,0,1,1,0,1,1,0,1,0,1,
multimodal-art-projection_AutoKaggle,PLANNER - TASK,1,0,0,1,1,0,1,1,0,0,0,1,
multimodal-art-projection_AutoKaggle,PLANNER - TOOLS,0,0,1,1,1,0,0,0,1,0,0,1,
multimodal-art-projection_AutoKaggle,PLANNER - MAIN PROMPT,0,1,0,1,1,0,1,1,0,1,0,1,
multimodal-art-projection_AutoKaggle,PLANNER - REORGANIZE IN MARKDOWN,0,0,0,1,0,0,0,1,0,1,0,0,
multimodal-art-projection_AutoKaggle,PLANNER - REORGANIZE IN JSON,0,0,0,1,0,0,0,1,0,1,0,0,
multimodal-art-projection_AutoKaggle,READER - TASK,1,0,0,1,1,0,1,1,0,0,0,0,
multimodal-art-projection_AutoKaggle,READER - MAIN PROMPT,0,1,0,1,1,0,0,1,0,1,0,1,
multimodal-art-projection_AutoKaggle,READER - ROUND 2,0,0,0,1,0,0,0,1,0,1,0,0,
multimodal-art-projection_AutoKaggle,READER - WITH EXPERIENCE ROUND 0,0,1,0,1,1,0,1,1,0,1,0,1,
multimodal-art-projection_AutoKaggle,READER - WITH EXPERIENCE ROUND 2,0,0,0,0,1,0,0,1,0,1,0,0,
multimodal-art-projection_AutoKaggle,REVIEWER - ROUND 0,1,1,0,1,1,0,1,1,0,1,0,1,
multimodal-art-projection_AutoKaggle,REVIEWER - ROUND 1 EACH AGENT,0,0,0,1,0,0,0,0,0,0,0,1,
multimodal-art-projection_AutoKaggle,REVIEWER - ROUND 2,0,0,0,1,0,0,0,1,0,1,0,0,
multimodal-art-projection_AutoKaggle,SUMMARIZER - IMAGE CHOOSE,0,1,0,1,1,0,1,1,0,1,0,1,
multimodal-art-projection_AutoKaggle,SUMMARIZER - DESIGN QUESTIONS,0,1,0,1,1,0,1,1,1,1,0,1,
multimodal-art-projection_AutoKaggle,SUMMARIZER - REORGANIZE QUESTIONS,0,0,0,1,0,0,0,1,0,1,0,0,
multimodal-art-projection_AutoKaggle,SUMMARIZER - ANSWER QUESTIONS,0,1,0,1,1,0,1,1,0,1,0,1,
multimodal-art-projection_AutoKaggle,SUMMARIZER - INFORMATION FOR ANSWER,0,1,0,1,0,0,0,0,0,0,0,1,
multimodal-art-projection_AutoKaggle,SUMMARIZER - REORGANIZE ANSWERS,0,0,0,1,0,0,0,1,0,1,0,0,
multimodal-art-projection_AutoKaggle,SUMMARIZER - RESEARCH REPORT,1,0,0,1,1,0,1,1,0,1,0,0,
multimodal-art-projection_AutoKaggle,UNIT TEST - SUBMISSION VALIDITY,1,1,0,1,1,0,1,1,1,1,0,1,
omni-georgio_deep_research-,Content Research Planner Agent,1,0,0,1,1,0,1,1,0,1,0,1,
omni-georgio_deep_research-,Research Agent,1,1,1,1,1,0,1,1,0,0,0,0,
omni-georgio_deep_research-,Report Creator Agent,1,0,0,1,1,0,1,1,0,1,0,1,
omni-georgio_deep_research-,Report Quality Judge Agent,1,0,0,1,1,0,1,1,0,1,0,1,
qx-labs_agents-deep-research,KNOWLEDGE GAP AGENT - Research State Evaluator,1,1,0,1,1,0,1,1,0,1,1,1,
qx-labs_agents-deep-research,LONG WRITER AGENT - Report Section Writer,1,1,0,1,1,0,1,1,1,1,1,1,
qx-labs_agents-deep-research,PLANNER AGENT - Research Manager,1,0,0,1,1,0,1,1,1,1,1,1,
qx-labs_agents-deep-research,PROOFREADER AGENT - Report Proofreader and Editor,1,1,0,1,1,0,1,1,0,1,1,1,
qx-labs_agents-deep-research,THINKING AGENT - Research Reflector,1,1,0,1,1,0,1,1,0,1,1,1,
qx-labs_agents-deep-research,CRAWL AGENT - Website Crawling Agent,1,0,1,1,1,0,1,1,0,1,0,1,
qx-labs_agents-deep-research,SEARCH AGENT - Web Search Agent,1,0,1,1,1,0,1,1,0,1,0,1,
qx-labs_agents-deep-research,TOOL SELECTOR AGENT - Knowledge Gap Router,1,1,1,1,1,0,1,1,0,1,1,1,
qx-labs_agents-deep-research,WRITER AGENT - Report Generator,1,0,0,1,1,0,1,1,1,1,1,1,
showlab_MovieAgent,open-prompt-sys - Image Generation Model Evaluation with Prompt Design & VQA,1,1,0,1,1,0,1,1,1,1,0,1,
showlab_MovieAgent,open-plan-sys - Dynamic Model Boundary Exploration & Evaluation Planning,1,0,0,1,1,0,1,1,1,1,0,0,
showlab_MovieAgent,screenwriterCoT-sys1 - Sequential Sub-Script Generation with CoT,1,1,0,1,1,0,1,1,0,1,0,0,
showlab_MovieAgent,screenwriterCoT-sys - Complete Script Synopsis Breakdown with Chain-of-Thought,1,1,0,1,1,0,1,1,0,1,0,0,"internal_chain_of_thought: Explicit multi-step reasoning process required before output, with structured intermediate outputs."
showlab_MovieAgent,screenwriter-sys - Direct Script Synopsis Breakdown,1,0,0,1,1,0,1,1,0,1,0,0,
showlab_MovieAgent,scriptsupervisor-sys - Sub-Script Reasonableness Assessment,1,1,0,1,1,0,1,1,0,1,0,0,
showlab_MovieAgent,ScenePlanningCoT-sys - Scene Planning with Chain-of-Thought,1,1,0,1,1,0,1,1,0,1,0,0,"internal_chain_of_thought: Explicit multi-step reasoning process required before output, with structured intermediate outputs."
showlab_MovieAgent,ScenePlanning-sys - Direct Scene Planning,1,0,0,1,1,0,1,1,0,1,0,0,
showlab_MovieAgent,ShotPlotCreate-sys - Shot List Generation with Bounding Boxes,1,1,0,1,1,0,1,1,0,1,0,0,
showlab_MovieAgent,ShotPlotCreateCoT-sys - Shot List Generation with Full Chain-of-Thought,1,1,0,1,1,0,1,1,0,1,0,0,"internal_chain_of_thought: Explicit multi-step reasoning process required before output, with structured intermediate outputs."
zamalali_DeepGit,CHAT.PY - GitHub Search Optimization Expert,1,0,0,1,1,0,1,1,1,1,0,1,
zamalali_DeepGit,DECISION.PY - Minimal Resource-Efficient Filtering Agent,1,0,0,1,1,0,1,1,1,1,0,1,
zamalali_DeepGit,DEPENDENCY_ANALYSIS.PY - Hardware Compatibility Checker,0,0,0,1,0,0,0,1,0,1,0,1,
zamalali_DeepGit,EVALUATION.PY - Enhanced Query Generator,1,0,0,1,0,0,1,1,0,1,0,1,
zamalali_DeepGit,EVALUATION.PY - Justification Generator,1,0,0,1,0,0,1,1,0,1,1,1,
zamalali_DeepGit,TEST.PY - GitHub Search Optimization Expert (Simplified),1,0,0,1,1,0,1,1,1,1,0,1,
zamalali_DeepGit,PARSE_HARDWARE.PY - Hardware Constraint Extractor,0,1,0,1,0,0,1,1,0,1,0,1,
